name,success,vote_average,vote_count,director_popularity,cast_popularity,movie_popularity,reputable_production,budget_info,budget,revenue,runtime,tmdb_id,imdb_id,reviews,sentiment,year,month,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,science_fiction,tv_movie,thriller,war,western
XOXO,0,5.986,584,1.06,286.748,17.232,0,0,-1,0,92,352492,tt4855748,0,-999.0,16,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Ken Park,0,5.979,583,3.932,150.907,28.713,0,1,1300000,447741,97,7090,tt0209077,0,-999.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Cove,1,7.922,583,3.342,76.319,19.106,1,0,-1,1162422,92,23128,tt1313104,1,-0.4075,9,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
City of Lies,1,6.4,583,8.051,473.336,18.306,1,0,-1,2534122,112,433501,tt2677722,0,-999.0,18,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
City of Lies,1,6.4,583,8.051,473.336,18.306,1,0,-1,2534122,112,433501,tt2677722,0,-999.0,18,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Bubba Ho-tep,1,6.542,583,8.893,119.64,10.369,1,1,1000000,1239541,92,9707,tt0281686,0,-999.0,2,6,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
Wonder Boys,1,6.821,582,12.327,440.003,14.635,1,1,35000000,33426588,111,11004,tt0185014,1,0.5215,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Barbie: The Princess & The Popstar,1,7.143,582,5.083,109.549,22.961,1,0,-1,0,86,129533,tt2396690,0,-999.0,12,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
USS Indianapolis: Men of Courage,0,5.9,581,10.939,384.595,21.885,0,1,40000000,2158568,128,340945,tt2032572,0,-999.0,16,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aftermath,1,6.235,581,5.961,157.021,17.48,0,0,-1,0,114,763149,tt10691162,0,-999.0,21,8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
The Rhythm Section,0,5.516,581,4.256,262.428,23.442,1,1,50000000,5989583,109,466622,tt7134096,1,0.2262999999999999,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bad Boys: Ride or Die,1,7.1,581,7.539,673.109,1586.147,1,1,100000000,388242778,115,573435,tt4919268,1,0.6650166666666667,24,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Extract,0,5.825,580,15.157,469.549,13.328,1,1,8000000,10848783,92,12569,tt1225822,0,-999.0,9,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furry Vengeance,0,5.0,579,7.109,272.887,22.966,0,1,35000000,36236710,92,35169,tt0492389,0,-999.0,10,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Shiva Baby,1,7.215,578,4.07,148.525,17.42,0,1,250000,31014,78,664300,tt11317142,1,0.54132,21,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Everly,0,5.486,578,7.9,114.664,32.696,1,0,-1,358156,93,277355,tt1945084,0,-999.0,14,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shiva Baby,1,7.215,578,4.07,148.525,17.42,0,1,250000,31014,78,664300,tt11317142,1,0.54132,21,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tarzan,0,5.694,578,2.544,158.358,22.893,1,0,-1,44095996,94,230222,tt1705952,0,-999.0,13,10,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Grace of Monaco,0,5.987,577,2.134,420.7,15.682,1,1,30000000,26576000,103,215211,tt2095649,0,-999.0,14,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
World's Greatest Dad,1,6.6,577,8.515,199.869,13.963,0,1,10000000,295750,99,20178,tt1262981,0,-999.0,9,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Nights in Rodanthe,1,6.244,577,4.615,343.418,13.144,1,1,30000000,84375061,97,14326,tt0956038,0,-999.0,8,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Teen Beach 2,1,6.75,577,2.887,163.941,25.549,0,0,-1,0,104,325189,tt3764966,0,-999.0,15,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Rabbit Hole,1,6.681,576,10.17,381.103,13.58,0,1,5000000,5144717,91,27585,tt0935075,1,-0.5994,10,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Third Person,0,5.9,576,10.773,499.49,17.744,0,1,28000000,1749201,137,192145,tt2343793,0,-999.0,14,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
By the Sea,0,5.6,576,92.936,216.484,16.048,0,1,10000000,3727746,122,314385,tt3707106,1,0.867,15,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Miss Americana,1,7.915,575,0.676,131.964,26.449,0,0,-1,0,85,653567,tt11388580,1,0.5423,20,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Rewrite,1,6.0,575,6.281,371.549,11.237,0,0,-1,4453524,107,289727,tt2509850,0,-999.0,14,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nine,0,5.515,574,4.952,540.681,17.466,1,1,80000000,53825515,118,10197,tt0875034,1,0.9957,9,12,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Area 51,0,4.947,574,4.2,44.264,34.089,1,1,5000000,7556,91,57876,tt1519461,0,-999.0,15,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Miracle,1,7.065,573,7.072,220.23,15.412,1,1,28000000,64400000,135,14292,tt0349825,1,0.9805,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Joneses,1,6.173,573,5.143,362.451,21.733,1,1,10000000,7022728,96,41479,tt1285309,0,-999.0,10,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Conviction,1,7.075,573,20.113,417.418,14.668,0,1,12500000,11826980,107,45094,tt1244754,1,0.4215,10,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Secretariat,1,7.408,573,7.962,389.87,28.844,1,1,35000000,60300000,123,39486,tt1028576,1,0.8087500000000001,10,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Religulous,1,7.065,572,7.233,103.66,14.428,0,0,-1,0,101,13007,tt0815241,0,-999.0,8,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Eyes of Tammy Faye,1,6.51,572,10.804,309.197,13.75,0,0,-1,2404127,126,601470,tt9115530,0,-999.0,21,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Eyes of Tammy Faye,1,6.51,572,10.804,309.197,13.75,0,0,-1,2404127,126,601470,tt9115530,0,-999.0,21,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Prayers for Bobby,1,8.079,572,7.377,161.555,26.461,0,0,-1,0,90,21634,tt1073510,1,-0.0516,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
PAW Patrol: Mighty Pups,1,7.504,571,3.076,77.77799999999999,22.5,0,0,-1,0,44,552095,tt6889128,0,-999.0,18,10,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jeruzalem,0,5.535,571,0.251,20.368,16.179,0,0,-1,0,87,339547,tt4552524,0,-999.0,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Frequently Asked Questions About Time Travel,1,6.887,571,2.983,141.44299999999998,15.316,1,0,-1,23820,83,22494,tt0910554,1,0.9604,9,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Father Stu,1,7.15,570,4.23,404.933,25.737,0,1,4000000,21591034,124,809140,tt14439896,1,0.9289,22,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Sun Is Also a Star,1,6.975,570,2.804,149.935,10.369,0,1,9000000,6800000,100,508791,tt6423362,1,0.7961,19,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Femme Fatale,1,6.168,570,8.436,282.753,20.014,1,1,35000000,16800000,114,9280,tt0280665,1,0.9696,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Cadet Kelly,1,6.208,570,4.261,206.519,20.954,0,0,-1,0,101,14008,tt0294425,0,-999.0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Deathgasm,1,6.3,570,0.771,100.205,13.951,0,0,-1,0,86,323373,tt3705412,1,0.8768,15,8,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Constantine: City of Demons - The Movie,1,7.718,570,5.3,94.263,25.632,1,0,-1,0,90,539517,tt9177882,1,-0.25,18,10,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Saw,1,7.0,570,20.851,20.987,24.118,0,1,5000,0,10,246355,tt0495241,0,-999.0,3,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Grudge 3,0,5.4,569,4.43,171.945,19.995,1,1,5000000,38610009,90,1977,tt1053859,0,-999.0,9,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Fading Gigolo,0,5.834,569,18.28,236.091,19.209,0,0,-1,2681345,90,214030,tt2258345,0,-999.0,13,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darkness Falls,0,5.555,569,4.753,120.206,25.168,1,0,-1,0,86,10727,tt0282209,1,-0.7003,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Collide,0,5.54,569,4.537,302.37,20.857,0,1,21500000,6817535,98,195590,tt2126235,1,0.3724499999999999,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Behaving Badly,0,5.274,568,3.213,526.349,18.822,1,0,-1,422697,92,259018,tt2314824,1,0.9548,14,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All of Us Strangers,1,7.469,568,4.759,89.675,70.437,1,0,-1,14864960,106,994108,tt21192142,1,0.1410999999999999,23,12,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Hit Man,1,7.026,568,10.461,316.125,203.608,0,1,8800000,5101673,116,974635,tt20215968,1,0.9469,24,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Earth to Echo,0,5.884,568,1.588,189.63,13.725,1,1,13000000,45300000,89,238603,tt2183034,1,-0.5416,14,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Persuasion,1,6.02,568,2.635,355.97,25.498,0,0,-1,0,108,820912,tt13456318,1,0.87595,22,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2 Hearts,1,7.376,567,3.139,201.468,21.388,0,0,-1,0,100,710356,tt5616176,0,-999.0,20,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Family Switch,1,6.424,567,19.692,436.445,42.078,0,0,-1,0,106,798021,tt14227048,0,-999.0,23,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2 Hearts,1,7.376,567,3.139,201.468,21.388,0,0,-1,0,100,710356,tt5616176,0,-999.0,20,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Last Shift,1,6.247,567,1.077,40.598,24.543,0,0,-1,0,87,296065,tt2965466,1,-0.9963,14,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Starship Troopers 2: Hero of the Federation,0,4.3,567,4.148,212.467,25.038,0,1,7000000,0,92,10304,tt0367093,1,0.0465499999999999,4,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
R.I.P.D. 2: Rise of the Damned,1,6.3,567,5.204,121.36,45.668,0,0,-1,0,102,1013860,tt21094994,0,-999.0,22,11,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Secret Garden,1,6.345,566,2.045,103.633,27.616,1,0,-1,889816,99,521034,tt2702920,1,0.9052,20,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Hangman,0,5.797,566,7.743,268.692,17.489,0,0,-1,0,98,323368,tt3011960,1,-0.074425,17,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The Rocker,1,6.012,565,4.455,512.4929999999999,22.159,0,1,15000000,8762890,102,10186,tt1031969,0,-999.0,8,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The New Guy,0,5.964,565,8.902,436.994,23.383,0,1,13000000,31200000,88,10985,tt0241760,0,-999.0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honeymoon,0,5.396,565,8.187,64.83200000000001,18.005,0,1,1000000,9318,88,254191,tt3177316,1,0.0187999999999999,14,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Three Burials of Melquiades Estrada,1,7.032,564,34.029,230.48,11.866,0,1,15000000,12036149,121,8053,tt0419294,0,-999.0,5,11,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
My Cousin Rachel,0,5.706,564,11.145,275.069,20.382,1,0,-1,9200168,106,413998,tt4411596,1,0.907,17,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
My Friend Dahmer,1,6.5,563,2.737,169.296,16.361,0,0,-1,1361611,107,445040,tt2291540,1,-0.9915,17,11,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Breach,1,6.624,563,3.859,366.243,23.296,1,1,23000000,41000000,110,4169,tt0401997,0,-999.0,7,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
My Friend Dahmer,1,6.5,563,2.737,169.296,16.361,0,0,-1,1361611,107,445040,tt2291540,1,-0.9915,17,11,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
All I See Is You,0,5.175,563,5.761,261.727,10.827,1,1,30000000,646946,110,345923,tt4486986,0,-999.0,17,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
All I See Is You,0,5.175,563,5.761,261.727,10.827,1,1,30000000,646946,110,345923,tt4486986,0,-999.0,17,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
The Scorpion King 2: Rise of a Warrior,0,4.7,562,7.377,120.991,24.371,1,0,-1,0,109,13486,tt1104123,1,-0.1371,8,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The ABCs of Death,0,4.948,562,22.11,211.629,15.86,0,0,-1,23589,129,87436,tt1935896,1,-0.8593999999999999,13,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Friends with Money,0,5.1,561,10.198,457.78,13.767,0,1,6500000,13400000,88,8998,tt0436331,1,0.9934,6,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Shadow of the Vampire,1,6.664,561,3.121,272.221,15.515,1,1,8000000,8279017,92,10873,tt0189998,1,0.967,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Blinded by the Light,1,6.929,561,7.234,234.579,13.492,1,1,8300000,18144644,118,534259,tt8266310,1,0.8016,19,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Apex,0,5.2,561,4.665,195.598,25.752,1,0,-1,0,108,763164,tt13265876,1,0.2334333333333333,21,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
If Only,1,6.995,561,9.822,143.715,24.774,0,1,532673,3000000,92,15775,tt0332136,1,0.9794,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Some Kind of Beautiful,0,5.644,560,2.82,377.225,21.284,0,0,-1,2400000,99,253344,tt1725986,1,0.9836,15,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
They Shall Not Grow Old,1,7.789,559,23.731,0.018,15.263,0,0,-1,20904188,99,543580,tt7905466,0,-999.0,18,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
The Three Stooges,0,5.8,559,18.106,466.761,27.73,1,1,30000000,54819301,92,76489,tt0383010,0,-999.0,12,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They Shall Not Grow Old,1,7.789,559,23.731,0.018,15.263,0,0,-1,20904188,99,543580,tt7905466,0,-999.0,18,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
In a Valley of Violence,1,6.109,559,11.625,229.66,18.054,1,0,-1,53647,104,291356,tt3608930,1,0.1502,16,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fragile,1,6.509,559,5.354,111.736,15.439,0,0,-1,0,101,11348,tt0422272,0,-999.0,5,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Mean Machine,1,6.221,558,1.861,384.735,19.032,0,0,-1,0,99,9991,tt0291341,1,0.9834,1,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Intruder,1,6.062,558,3.605,205.751,32.41,1,1,8000000,40600000,102,524247,tt6722030,1,0.4802,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Killer Inside Me,0,5.827,557,4.974,312.36400000000003,16.682,0,1,13000000,3977192,109,37414,tt0954947,0,-999.0,10,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Munich: The Edge of War,1,6.927,557,5.881,328.258,16.888,0,0,-1,0,129,760336,tt7475578,1,-0.12585,22,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Severance,1,6.237,557,9.866,147.079,11.475,1,0,-1,5515163,96,5072,tt0464196,1,0.9917,6,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Away We Go,1,6.621,556,17.329,290.032,9.689,1,1,17000000,15779455,98,19255,tt1176740,0,-999.0,9,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
A Lonely Place to Die,1,6.1,556,4.117,184.664,15.55,0,1,4000000,25345000,99,81390,tt1422136,1,-0.9132,11,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vanishing on 7th Street,0,5.321,556,8.956,173.889,13.526,0,1,10000000,1671196,92,43552,tt1452628,1,0.9292,10,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
The Librarian: Return to King Solomon's Mines,1,6.255,556,21.054,248.019,17.3,0,0,-1,0,92,14208,tt0455596,1,0.9641,6,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gold,1,6.191,556,5.247,120.824,35.644,1,1,6500000,176048,97,760926,tt6020800,1,0.9582,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Catch and Release,0,5.922,556,3.909,283.988,19.464,1,1,25000000,16162580,111,13668,tt0395495,0,-999.0,6,10,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Way,1,7.116,555,33.211,232.161,25.497,0,0,-1,13900000,128,59468,tt1441912,1,-0.0156,10,9,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Torque,0,5.2,555,1.921,355.849,34.358,1,1,40000000,46546197,84,10718,tt0329691,1,-0.9236,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Best in Show,1,6.881,553,9.774,538.788,19.107,0,0,-1,0,90,13785,tt0218839,0,-999.0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misconduct,0,5.631,553,3.136,428.977,14.552,1,1,11000000,2049761,106,373314,tt3658772,0,-999.0,16,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Lucky,1,7.349,553,12.249,178.381,10.868,0,0,-1,955925,88,407449,tt5859238,1,0.998,17,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spooks: The Greater Good,1,6.028,553,5.009,351.977,17.271,1,0,-1,1473809,104,292040,tt3321300,0,-999.0,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kill Command,0,5.578,552,3.018,101.581,28.686,0,0,-1,0,99,384798,tt2667380,1,0.79375,16,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Triple Threat,1,6.418,551,4.674,248.609,28.629,0,1,10000000,0,96,449985,tt6643972,1,0.2555,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Igor,0,5.932,551,3.744,274.072,26.542,1,1,25000000,30700000,87,14248,tt0465502,0,-999.0,8,9,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Lamborghini: The Man Behind the Legend,1,6.467,550,5.849,221.163,44.239,0,1,1709686,0,97,457232,tt5533370,0,-999.0,22,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
A Little Bit of Heaven,1,6.399,550,4.63,313.983,14.459,1,0,-1,1296937,106,45156,tt1440161,0,-999.0,11,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bubble Boy,0,5.744,550,3.368,531.983,14.58,1,0,-1,5007209,84,9683,tt0258470,0,-999.0,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Angels' Share,1,6.971,549,12.798,98.157,12.756,1,0,-1,7034007,101,103747,tt1924394,0,-999.0,12,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Acts of Vengeance,0,5.946,549,14.531,261.19599999999997,18.611,0,1,10000000,320705,87,445954,tt6288694,1,-0.7619,17,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Ammonite,1,7.004,548,2.709,220.054,19.564,0,0,-1,1396905,118,568467,tt7983894,1,0.5528,20,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Romeo & Juliet,1,6.7,548,5.742,339.005,27.999,1,0,-1,3000000,118,91745,tt1645131,1,0.9438,13,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Stick It,1,6.82,547,3.667,322.825,33.692,1,0,-1,0,105,10115,tt0430634,0,-999.0,6,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Postcard Killings,1,6.399,547,5.72,312.786,23.432,1,0,-1,0,101,449756,tt4106514,1,0.2320749999999999,20,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Billy Lynn's Long Halftime Walk,1,6.015,547,19.631,554.203,20.868,1,1,40000000,30930984,113,293767,tt2513074,1,0.997,16,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Next Friday,1,6.4,546,10.982,248.024,31.255,1,1,11000000,59800000,98,10471,tt0195945,1,0.6354,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tigger Movie,1,6.5,546,5.229,144.863,23.955,1,1,30000000,45554533,77,15655,tt0220099,0,-999.0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stargirl,1,7.4,546,4.132,236.278,13.833,1,0,-1,0,107,382748,tt4858674,0,-999.0,20,3,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Justice League: Gods and Monsters,1,7.114,546,6.402,493.328,24.431,1,0,-1,0,76,323027,tt4324302,0,-999.0,15,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Greenberg,0,5.884,546,8.457,435.232,19.142,1,0,-1,6344112,107,27583,tt1234654,1,-0.8686,10,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Chasing Mavericks,1,7.0,545,10.498,323.609,22.435,1,0,-1,7900000,117,82684,tt1629757,1,0.2323,12,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Prisoners of the Ghostland,0,5.013,545,15.513,224.817,17.818,0,0,-1,0,103,523638,tt6372694,1,-0.2911999999999999,21,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Sea Fever,1,6.154,545,2.85,146.21,20.253,1,0,-1,0,95,507441,tt2716382,1,0.7116,20,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
Imagine That,0,5.9,545,18.267,331.53,22.159,1,1,55000000,23000000,107,19724,tt0780567,0,-999.0,9,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Get Carter,0,5.16,545,7.219,473.324,33.385,1,1,63600000,19412993,102,10461,tt0208988,0,-999.0,0,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Shaggy Dog,0,4.864,545,11.39,340.34499999999997,33.699,1,1,50000000,87134280,98,10067,tt0393735,1,0.8656,6,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Little Hours,0,5.8,545,3.104,300.36199999999997,26.918,0,0,-1,0,90,411873,tt5666304,1,0.9832,17,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keeping Mum,1,6.646,545,3.681,222.449,16.589,1,1,169000,18564702,103,9687,tt0444653,0,-999.0,5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Devil's Double,1,6.717,544,8.644,216.257,12.628,0,1,19100000,5728213,109,62630,tt1270262,1,-0.9295,11,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Cypher,1,6.635,544,8.088,274.49,36.573,1,1,7500000,898365,95,10133,tt0284978,1,-0.2764,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Monster,0,5.5,544,6.17,65.867,17.078,0,1,2700000,0,91,340103,tt3976144,0,-999.0,16,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Trapped,1,6.176,544,6.492,289.534,15.008,1,1,30000000,13414416,106,9039,tt0280380,1,-0.9694,2,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Reasonable Doubt,0,5.824,544,7.79,163.596,22.736,1,1,8000000,0,91,240916,tt2304953,0,-999.0,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Seraphim Falls,1,6.416,544,5.156,356.261,17.582,0,1,18000000,1220058,115,13249,tt0479537,1,-0.8129500000000001,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Sorority Row,0,5.5,544,3.3,266.052,30.042,1,1,12500000,27200000,101,26688,tt1232783,1,-0.9804,9,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Women Talking,1,6.898,543,14.125,203.599,38.339,0,0,-1,7589419,104,777245,tt13669038,1,0.88834,22,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
